"SourceFile","Kind","Original","Translation","Status","LocalizationAttempted","AttemptStatus","FailureReason","Safety","Notes","Locators"
"source\AtTheGatesUI.original.dll","SafeUI","Force","强制","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Survey; MethodToken=0x06000388; ILOffset=123"
"source\AtTheGatesUI.original.dll","SafeUI","forever, unless reclaimed by the original owner.","永久，除非原主人夺回。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Occupied; MethodToken=0x06000375; ILOffset=402"
"source\AtTheGatesUI.original.dll","SafeUI","Forming an Alliance with a Leader will make him permanently friendly with you. He will never declare war on you, and will automatically join all of your wars.","与一位领袖结盟后，他会永久对你友好。他永远不会向你宣战，并会自动加入你的所有战争。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=RefreshMakeAllianceButton; MethodToken=0x06000686; ILOffset=50"
"source\AtTheGatesUI.original.dll","SafeUI","FREE!","免费！","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-105841\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.ClanListEntry; MethodName=BuildPanel_Contents_PossibleUpgrades; MethodToken=0x060003e9; ILOffset=538"
"source\AtTheGatesUI.original.dll","SafeUI","FREE!","免费！","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=Rebuild; MethodToken=0x06000121; ILOffset=4167"
"source\AtTheGatesUI.original.dll","SafeUI","from","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.TileTooltip; MethodName=SupplyInfo; MethodToken=0x06000169; ILOffset=590"
"source\AtTheGatesUI.original.dll","SafeUI","from its current","从当前","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=AddActionButton; MethodToken=0x06000125; ILOffset=1294"
"source\AtTheGatesUI.original.dll","SafeUI","from Nearby Depot","来自附近补给站","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.TileTooltip; MethodName=SupplyInfo; MethodToken=0x06000169; ILOffset=667"
"source\AtTheGatesUI.original.dll","SafeUI","from the Tribal Council, allowing it to be","从部族议会中移除，使其可以被","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=AddActionButton; MethodToken=0x06000125; ILOffset=944"
"source\AtTheGatesUI.original.dll","SafeUI","Frozen","冻结的","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.MouseoverPanel; MethodName=RiverInfo; MethodToken=0x060002c9; ILOffset=44"
"source\AtTheGatesUI.original.dll","SafeUI","full","完整","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030857\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Pack; MethodToken=0x0600038a; ILOffset=319"
"source\AtTheGatesUI.original.dll","SafeUI","'Game Complete' save file","“游戏完成”存档文件","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-071229\accepted.json","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=CreateMenuButtons; MethodToken=0x060000c2; ILOffset=1929"
"source\AtTheGatesUI.original.dll","SafeUI","Game Completed","游戏完成","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.WorldScreen; MethodName=HumanEndTurn; MethodToken=0x06000265; ILOffset=95"
"source\AtTheGatesUI.original.dll","SafeUI","Game Has Ended","游戏已结束","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.WorldScreen; MethodName=Update_Buttons_EndTurn; MethodToken=0x06000274; ILOffset=23"
"source\AtTheGatesUI.original.dll","SafeUI","gives this","给予这个","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030857\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Encamp; MethodToken=0x0600038e; ILOffset=138"
"source\AtTheGatesUI.original.dll","SafeUI","goes","离开","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Offline_OutsideBorders; MethodToken=0x06000373; ILOffset=224"
"source\AtTheGatesUI.original.dll","SafeUI","'grace period' when they can lack sufficient","的“宽限期”，在此期间即使缺少足够的","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-221117\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_SupplyStatus; MethodToken=0x0600036e; ILOffset=613"
"source\AtTheGatesUI.original.dll","SafeUI","Group Games help the project in many ways: they encourage discussion, simplify bug tracking, and make it easier to differentiate game imbalances from playstyle preferences.","集体游戏能从多方面帮助项目：促进讨论、简化错误追踪，并更容易区分游戏失衡与玩法偏好。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=ShowGroupGameExplanation; MethodToken=0x060000c5; ILOffset=54"
"source\AtTheGatesUI.original.dll","SafeUI","Growing by","增长","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Population; MethodToken=0x06000364; ILOffset=156"
"source\AtTheGatesUI.original.dll","SafeUI","h tt","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=CreateMenuButtons; MethodToken=0x060000c2; ILOffset=1611 | TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=CreateMenuButtons; MethodToken=0x060000c2; ILOffset=1832"
"source\AtTheGatesUI.original.dll","SafeUI","h:mm tt","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=CreateMenuButtons; MethodToken=0x060000c2; ILOffset=2075"
"source\AtTheGatesUI.original.dll","SafeUI","halts its","停止其","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030857\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Disable; MethodToken=0x06000392; ILOffset=244"
"source\AtTheGatesUI.original.dll","SafeUI","has","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=BuildText_Summary; MethodToken=0x0600002d; ILOffset=2157 | TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=BuildText_Summary; MethodToken=0x0600002d; ILOffset=2186 | TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=AppendDetails; MethodToken=0x0600002f; ILOffset=2875 | TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=AppendDetails; MethodToken=0x0600002f; ILOffset=2912 | TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Moves; MethodToken=0x0600035e; ILOffset=200 | TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Resources; MethodToken=0x06000365; ILOffset=599"
"source\AtTheGatesUI.original.dll","SafeUI","Has a Message","有消息","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=ApplySpecialActivateAction; MethodToken=0x06000032; ILOffset=265"
"source\AtTheGatesUI.original.dll","SafeUI","has a message for you","有消息要告诉你","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=BuildText_Summary; MethodToken=0x0600002d; ILOffset=1921"
"source\AtTheGatesUI.original.dll","SafeUI","has become","已变为","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-050945\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=AppendDetails; MethodToken=0x0600002f; ILOffset=2256"
"source\AtTheGatesUI.original.dll","SafeUI","has become","已变为","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-060901\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=BuildText_Summary; MethodToken=0x0600002d; ILOffset=1718"
"source\AtTheGatesUI.original.dll","SafeUI","has been Digging In for","已经[固守|DIG-IN]了","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-203607\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_DiggingIn; MethodToken=0x0600036a; ILOffset=251"
"source\AtTheGatesUI.original.dll","SafeUI","has been disabled for","已停用","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=CreateDisabledLabel; MethodToken=0x06000374; ILOffset=74"
"source\AtTheGatesUI.original.dll","SafeUI","has been taken).","已执行）。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Heal; MethodToken=0x0600037c; ILOffset=428"
"source\AtTheGatesUI.original.dll","SafeUI","has been torn apart by civil war! They will likely be distracted for some time...","已被内战撕裂！他们很可能会分心一段时间……","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-183749\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=AppendDetails; MethodToken=0x0600002f; ILOffset=4455"
"source\AtTheGatesUI.original.dll","SafeUI","Has Joined Our Tribe","已加入我们的部族","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=ApplySpecialActivateAction; MethodToken=0x06000032; ILOffset=40"
"source\AtTheGatesUI.original.dll","SafeUI","has just started Digging In, and once the","刚开始[固守|DIG-IN]，一旦","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-203607\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_DiggingIn; MethodToken=0x0600036a; ILOffset=187"
"source\AtTheGatesUI.original.dll","SafeUI","has revealed","发现了","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-115433\accepted.json","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=BuildText_Summary; MethodToken=0x0600002d; ILOffset=2877"
"source\AtTheGatesUI.original.dll","SafeUI","has served a year on the Tribal Council, and cannot be re-appointed until the next time it meets.","已在部族议会任职一年，需等下次议会召开后才能再次任命。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=AddActionButton; MethodToken=0x06000125; ILOffset=1385"
"source\AtTheGatesUI.original.dll","SafeUI","has stopped because you've reached your","已停止，因为你已达到","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-221117\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.StockpileLabel; MethodName=BuildResourceTooltip; MethodToken=0x060003bc; ILOffset=2732"
"source\AtTheGatesUI.original.dll","SafeUI","has suffered.","受到的所有[伤害|DAMAGE]。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Heal; MethodToken=0x0600037c; ILOffset=165"
"source\AtTheGatesUI.original.dll","SafeUI","have","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_Notifications.Notification; MethodName=AppendDetails; MethodToken=0x0600002f; ILOffset=2692"
"source\AtTheGatesUI.original.dll","SafeUI","have a one","有一","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_SupplyStatus; MethodToken=0x0600036e; ILOffset=597"
"source\AtTheGatesUI.original.dll","SafeUI","have suffered.","已遭受的伤害。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Heal; MethodToken=0x0600037c; ILOffset=225"
"source\AtTheGatesUI.original.dll","SafeUI","have yet been spent this","尚未在本","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030857\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Encamp; MethodToken=0x0600038e; ILOffset=186"
"source\AtTheGatesUI.original.dll","SafeUI","Hello, my friend.","你好，我的朋友。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_OnRebuild; MethodToken=0x06000679; ILOffset=649"
"source\AtTheGatesUI.original.dll","SafeUI","Hello.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_OnRebuild; MethodToken=0x06000679; ILOffset=676"
"source\AtTheGatesUI.original.dll","SafeUI","here will lose","在此将失去","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Besieged; MethodToken=0x0600036b; ILOffset=434"
"source\AtTheGatesUI.original.dll","SafeUI","Hire Mercenaries","雇佣佣兵","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_HireMercs; MethodToken=0x0600038d; ILOffset=80"
"source\AtTheGatesUI.original.dll","SafeUI","History is defined by those who dared to dream. To accomplish anything meaningful you must first make it reality within your own mind. How does one become a king? It begins with that most audacious of thoughts: 'I should be king, shouldn't I?'\n\nThe early medieval era was a time when many dreams were born and many dreams died.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.KingdomFoundedScreen; MethodName=AddContent; MethodToken=0x060004bb; ILOffset=1"
"source\AtTheGatesUI.original.dll","SafeUI","Hour","小时","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-071229\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_LoadSave; MethodName=CreateTimeSinceCreationString; MethodToken=0x060005eb; ILOffset=299"
"source\AtTheGatesUI.original.dll","SafeUI","However, if the","然而，如果","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_SupplyStatus; MethodToken=0x0600036e; ILOffset=941"
"source\AtTheGatesUI.original.dll","SafeUI","I have received your representative, and your attention to our relationship is appreciated.","我已接见你的使者，也感谢你重视我们之间的关系。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260630-154030\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=Update; MethodToken=0x0600068c; ILOffset=271"
"source\AtTheGatesUI.original.dll","SafeUI","i.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: broad grammar fragment, punctuation glue, or semantic-free token; not useful as a standalone localization target.","","","TypeFullName=AtTheGatesUI.ns_InGame.MouseoverPanel; MethodName=AppendGameInfo; MethodToken=0x060002c7; ILOffset=149 | TypeFullName=AtTheGatesUI.ns_InGame.MouseoverPanel; MethodName=ArmyInfo; MethodToken=0x060002d1; ILOffset=116 | TypeFullName=AtTheGatesUI.ns_InGame.MouseoverPanel; MethodName=UnitInfo; MethodToken=0x060002d2; ILOffset=191"
"source\AtTheGatesUI.original.dll","SafeUI","Identifies the","识别","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Survey; MethodToken=0x06000388; ILOffset=182"
"source\AtTheGatesUI.original.dll","SafeUI","Identifying the","识别","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-030334\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddButton_Survey; MethodToken=0x06000388; ILOffset=476"
"source\AtTheGatesUI.original.dll","SafeUI","If an","如果一个","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_Morale; MethodToken=0x06000361; ILOffset=344"
"source\AtTheGatesUI.original.dll","SafeUI","If it stays here (or ends its","如果它留在这里（或结束其","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025713\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_SupplyStatus; MethodToken=0x0600036e; ILOffset=378"
"source\AtTheGatesUI.original.dll","SafeUI","if its","如果其","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-025151\accepted.json","TypeFullName=AtTheGatesUI.ns_InGame.SelectionPanel; MethodName=AddLabel_SupplyReserve; MethodToken=0x06000363; ILOffset=293"
"source\AtTheGatesUI.original.dll","SafeUI","If you encounter any technical problems or are interested in getting in touch please email me at contact@conifergames.com and I'll provide whatever assistance I can.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: external login/challenge/forum or optional online-flow text is outside the current automated localization scope.","","","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=ShowWelcomeMessage; MethodToken=0x060000c3; ILOffset=79"
"source\AtTheGatesUI.original.dll","SafeUI","Images/Interface/Components/Fonts/SegoeUI_11","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.ProfessionButton; MethodName=Build; MethodToken=0x06000445; ILOffset=1033"
"source\AtTheGatesUI.original.dll","SafeUI","Images/Interface/Components/Fonts/SegoeUI_11","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=Rebuild; MethodToken=0x06000121; ILOffset=1631 | TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=Rebuild; MethodToken=0x06000121; ILOffset=2380 | TypeFullName=AtTheGatesUI.ns_InGame.ClanCard; MethodName=Rebuild; MethodToken=0x06000121; ILOffset=3340 | TypeFullName=AtTheGatesUI.ns_InGame.TileTooltip; MethodName=BuildTooltip_TileInfo; MethodToken=0x0600015a; ILOffset=109 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.ResourceButton; MethodName=BuildPanel; MethodToken=0x0600059c; ILOffset=390 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.ResourceButton; MethodName=BuildPanel; MethodToken=0x0600059c; ILOffset=924 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_LoadSave; MethodName=CreateInfoPanel; MethodToken=0x060005e9; ILOffset=481 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_LoadSave; MethodName=CreateInfoPanel; MethodToken=0x060005e9; ILOffset=556 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=72 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=79 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=131"
"source\AtTheGatesUI.original.dll","SafeUI","Images/Interface/Components/Fonts/SegoeUI_11_Bold","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.WorldScreen; MethodName=CreateButtons; MethodToken=0x06000259; ILOffset=1669"
"source\AtTheGatesUI.original.dll","SafeUI","Images/Interface/Components/Fonts/SegoeUI_13","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_MainMenu.MainMenu; MethodName=AddText; MethodToken=0x060000c1; ILOffset=200 | TypeFullName=AtTheGatesUI.ns_InGame.WorldScreen; MethodName=CreateResearchLabel; MethodToken=0x0600025b; ILOffset=40 | TypeFullName=AtTheGatesUI.ns_InGame.WorldScreen; MethodName=CreateTrainingLabel; MethodToken=0x0600025c; ILOffset=40 | TypeFullName=AtTheGatesUI.ns_InGame.StockpileLabel; MethodName=.ctor; MethodToken=0x060003ae; ILOffset=127 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_LoadSave; MethodName=CreateInfoPanel; MethodToken=0x060005e9; ILOffset=752 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=33 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=124 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=CreateControls_Fixed; MethodToken=0x06000678; ILOffset=183"
"source\AtTheGatesUI.original.dll","SafeUI","Images/Interface/Components/Fonts/SegoeUI_13_Bold","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesUI.ns_InGame.StockpileLabel; MethodName=.ctor; MethodToken=0x060003ae; ILOffset=73 | TypeFullName=AtTheGatesUI.ns_InGame.StockpileLabel; MethodName=.ctor; MethodToken=0x060003ae; ILOffset=236 | TypeFullName=AtTheGatesUI.ns_InGame.StockpileLabel; MethodName=.ctor; MethodToken=0x060003ae; ILOffset=280 | TypeFullName=AtTheGatesUI.ns_InGame.ns_Popups.Screen_Diplomacy; MethodName=RefreshResponseButtons; MethodToken=0x06000683; ILOffset=104"
