"Key","Text"
"TEXT.Tip.InterfaceAndBasicGameControlsContinued.1","
		The World Screen is where you'll spend most of your time, and is mostly taken up by the map. The 3 most important buttons are located in the upper-right, and involve making high-level decisions which affect your tribe. The Selection Panel appears in the lower-left corner when you click on a map object, and provides you with information and commands related to it.
	"
"TEXT.Tip.InterfaceAndBasicGameControlsContinued.2","
		The 3 most important screens in the game are the [Clans|CLAN] Screen, the [Training|TRAIN] Screen, and the [Research|STUDY] Screen. The latter two both show the ""tree"" of the [Professions|PROFESSION] that [Clans|CLAN] can be [Trained|TRAIN] in (once [Researched|LEARN]).

		Most other less-important game screens can be opened via one of the small buttons at the top of the World Screen (or via their associated hotkey).
	"
"TEXT.Tip.FoundingAKingdom.1","
		During the first few years of the game you'll be on the lookout for new places to move your [SETTLEMENT] after you've [Exhausted|EXHAUST] the [Resources|RESOURCE] in an area. This isn't necessary during the first year, but it's something to think about after your first [Winter|COLD].
	"
"TEXT.Tip.FoundingAKingdom.2","
		After you've developed your economy a bit and found a region with several [Deposits|DEPOSIT] you'd like to [Harvest|HARVEST] forever you can use the ['Found Kingdom'|DECLARE-KINGDOM] command in the [Clans|CLAN] Screen.

		This permanently glues your [SETTLEMENT] to whatever Tile it's currently on, but provides it a large increase in its [Control Level|CONTROL] ([Borders|BORDERS]) and you a large boost in [FAME] (helping you acquire new [Clans|CLAN] faster).
	"
"TEXT.Tip.FoundingAKingdom.3","
		[Founding your Kingdom|DECLARE-KINGDOM] is a big step, and costs 20 Parchment. This is an action you probably won't be ready for until at least turn 50 - before this your goal is simply to explore the map and develop your economy in order to open up larger strategic plays in the midgame.
	"
"TEXT.Tip.TheSettlement.1","
		Each of the 10 major tribes like yourself possesses a single [SETTLEMENT], which functions similarly to cities in other 4X strategy games - the big difference is that you'll only ever have one.
	"
"TEXT.Tip.TheSettlement.2","
		The [SETTLEMENT] contains all of your tribe's [Clans|CLAN] (except for those you [Train|TRAIN] in [Active Professions|ACTIVE]). It can also Train one [Clan|CLAN] in a [Profession|PROFESSION] at a time, and because you'll only have a single [SETTLEMENT] how you choose to use this pipeline is very important.
	"
"TEXT.Tip.TheSettlement.3","
		Another unique feature of your [SETTLEMENT] compared with cities in other games is that it can [Pack Up|PACKED] and move around the map - something that will become necessary as you eventually use up the [Resources|RESOURCE] near your starting location and need access to more.

		Relocating should be a careful, strategic decision though, as [Packing Up|PACKED] prevents your [SETTLEMENT] from being able to [Train|TRAIN] a [Clan|CLAN].
	"
"TEXT.Tip.TheSettlement.4","
		Your [SETTLEMENT] also has a [Control Level|CONTROL], which determines how far your [Borders|BORDERS] reach, and in turn allows your [Units|UNIT] to [Construct|CONSTRUCT] [Structures|STRUCTURE] and receive free [Supply|SUPPLY] during the [Winter|COLD].
	"
"TEXT.Tip.TheMap.1","
		Maps in AtG are a randomly generated set of Tiles containing various types of [Terrain|TERRAIN]. Tiles can also contain [Resource Deposits|DEPOSIT] you can [Harvest|HARVEST] with [Foragers|FORAGE] and [Structures|STRUCTURE].
	"
"TEXT.Tip.TheMap.2","
		Each type of [Terrain|TERRAIN] has a [Movement Cost|MOVE-POINT] for [Units|UNIT] passing through, as well as a [Supply|SUPPLY] rating which determines whether or not Units can safely remain on the Tile (avoid extended journeys through [SNOW] or [DESERT]!).
	"
"TEXT.Tip.TheMap.3","
		A Tile's [Terrain|TERRAIN] can change as the [Seasons|SEASON] come and go, and things can get pretty bad in the [Winter|COLD] depending on how far north you are. Very few sources of [FOOD] can continue being [Harvested|HARVEST] during the [Cold Months|COLD], so be prepared!

		It is also possible for bad [Weather|WEATHER] to randomly afflict Tiles, decreasing the [Supply|SUPPLY] they provide or even shutting down [Movement|MOVE-POINT] and the [Harvesting of Resources|HARVEST] (e.g. Flooding after Rain).
	"
"TEXT.Tip.Clans.1","
		Your [Clans|CLAN] are the main building block of your tribe. You start with 3 and will end a (successful!) game with more than 40.

		Each [Clan|CLAN] can be [Trained|TRAIN] in a [Profession|PROFESSION], which allows it to [Produce Resources|PRODUCE], do something on the map as a [Unit|UNIT], like fight and explore, or provide some other effect.
	"
"TEXT.Tip.Clans.2","
		In addition to its [Profession|PROFESSION] a [Clan|CLAN] can have a [Discipline|DISCIPLINE], and can gain [Experience|XP] and [Levels|LEVEL] in it. This mostly determines how long it takes to [Train|TRAIN] the [Clan|CLAN] in a new [Profession|PROFESSION] (those in the same [Discipline|DISCIPLINE] are much faster), but a [Clan|CLAN]'s [Mood|MOOD] might be affected as well based on its [Personality Traits|CLAN-TRAIT].

		Each [Clan|CLAN] has 2 [Personality Traits|CLAN-TRAIT], which can be good, bad, or simply something to plan around.
	"
"TEXT.Tip.Clans.3","
		A [Clan|CLAN]'s [Mood|MOOD] is determined by 2 things: its [Traits|CLAN-TRAIT], and whether its [Desire|DESIRE] has been satisfied (when it has one).

		Happy [Clans|CLAN] receive [Resource Production|PRODUCE] and combat bonuses, while unhappy Clans suffer the opposite. Most Clans will simply be content, and require no attention.
	"
"TEXT.Tip.Clans.4","
		Each [Clan|CLAN] arrives with one Family and will slowly grow to include more. Families consume a small amount of [FOOD] per turn. Because their number continually increases throughout the game be mindful to always have a plan for how you'll feed hungry new mouths!

		You can right-click on a [Clan|CLAN]'s 'card' to attach a color-coded note to it (e.g. to keep track of what you want to [Train|TRAIN] it as later).
	"
"TEXT.Tip.Professions.1","
		Each [Clan|CLAN] can be [Trained|TRAIN] in a [Profession|PROFESSION], of which there are two basic types: [Active|ACTIVE] and [Settled|SETTLED].

		Being in an [Active Profession|ACTIVE] allows a [Clan|CLAN] to perform actions on the map, such as fighting or [Harvesting Resources|HARVEST]. Most [Professions|PROFESSION] are [Settled|SETTLED], which simply means the [Clan|CLAN] remains inside the [SETTLEMENT], and either refines [Resources|RESOURCE] or provides some other kind of economic effect.
	"
"TEXT.Tip.Professions.2","
		Only one [Clan|CLAN] can be [Trained|TRAIN] at a time across your entire tribe so think carefully about what you really want, and in what order.

		The number of Turns it takes to [Train|TRAIN] a [Clan|CLAN] is based on the Clan's [Discipline|DISCIPLINE], its [Level|LEVEL] in that Discipline, and how high the Level is of the [Profession|PROFESSION] in question. Being efficient is important, so try not to have [Clans|CLAN] switch [Disciplines|DISCIPLINE] too often, as this resets their [Level|LEVEL] back to 0.
	"
"TEXT.Tip.Professions.3","
		The effectiveness of individual [Clans|CLAN] can be improved by [Researching|STUDY] and then [purchasing Profession-based Upgrades|UPGRADE].

		In general, you'll want to focus on [Training|TRAIN] [Clans|CLAN] in [Professions|PROFESSION] which relate directly to your on-map situation (e.g. [ARCHER:S] for fighting [Bandits|BANDIT], or a [DIGGER] to [Harvest|HARVEST] a [Mineral Deposit|MINERAL]).
	"
"TEXT.Tip.Units.1","
		A [Unit|UNIT] is simply a [Clan|CLAN] which has been [Trained|TRAIN] in an [Active Profession|ACTIVE] and now capable of [Moving|MOVE-POINT] around on the map. Multiple [Units|UNIT] can be grouped together into [Stacks|STACK].

		[Warrior Units|WARRIOR] can fight and capture [Civilian Units|CIVILIAN], which are defenseless and focused on economic activities like [Harvesting Resources|HARVEST]. Warriors can also capture or [Pillage|PILLAGE] enemy [Structures|STRUCTURE].
	"
"TEXT.Tip.Units.2","
		Each [Unit|UNIT] has a certain amount of [Move Points|MOVE-POINT], which determines how far it can move in a Turn. Tiles with clear, flat [Terrain|TERRAIN] cost 1 [Move Point|MOVE-POINT] to enter and most [Units|UNIT] have 3 to spend each Turn.

		[Units|UNIT] also require [Supply|SUPPLY] from their Tile, and will lose [Morale|MORALE] and [Health|HEALTH] if the [Supply|SUPPLY] provided by a Tile is less than what they need (this is usually caused by changes in [Season|SEASON] or [Weather|WEATHER]).
	"
"TEXT.Tip.Units.3","
		Out on the map you'll also encounter [Units|UNIT] belonging to other [Factions|FACTION]. If you have a [Warrior Unit|WARRIOR] you can engage in combat or capture someone else's undefended [Civilians|CIVILIAN], but be mindful of who the Unit actually belongs to, as some [Leaders|LEADER] can be quite strong!
	"
"TEXT.Tip.Research.1","
		You start the game only able to [Train|TRAIN] [Clans|CLAN] in a few [Professions|PROFESSION] - to increase your options you need to unlock more through [Research|STUDY].

		Most of the ['Techs'|TECH] you'll be [Researching|STUDY] will be [Professions|PROFESSION], but you can also unlock [Profession-based Upgrades|UPGRADE], and even a handful of global, permanent bonuses, which are usually quite expensive.
	"
"TEXT.Tip.Research.2","
		You can [Research|STUDY] one thing at a time, and at a rate determined by how much [KNOWLEDGE] you're [Producing|PRODUCE] each Turn and the cost of the project you're undertaking.
	"
"TEXT.Tip.Research.3","
		The [Tech Tree|TECH] is broken up into six branches, each based on a [Discipline|DISCIPLINE]. [Researching|STUDY] any [Tech|TECH] in a ""row"" will allow you to proceed onto ANY Tech in the next row up, so don't feel the need to Research everything - just prioritize what you need right now.
	"
"TEXT.Tip.Research.4","
		The first [Tech|TECH] in each [Discipline|DISCIPLINE] (colored branch) is special in that it doesn't unlock a new [Profession|PROFESSION] but instead allows you to choose one of your [Clans|CLAN] to [Level Up|LEVEL] in that [Discipline|DISCIPLINE] (making it faster to [Train|TRAIN] them in [Professions|PROFESSION] in the same [Discipline|DISCIPLINE]).

		You can press F1 from the World Screen or use the big button in the far upper-right corner to open up the [Research|STUDY] Screen.
	"
"TEXT.Tip.TheOtherFactions.1","
		There are several [other tribes|FACTION] spread across the map, and you'll usually encounter a few within the first year or two of a game. Tribes are each unique in both their strength and behavior, the latter of which is determined by its [Leader|LEADER]'s [Personality|LEADER-TRAIT]. You're not competing directly with any of the other [Factions|FACTION] for [Victory|WINNING], though they can pose a serious obstacle to acquiring [Resources|RESOURCE] - and on the battlefield.
	"
"TEXT.Tip.TheOtherFactions.2","
		Two special [Factions|FACTION] you'll run into are the Western and the Eastern halves of the [Roman Empire|ROME]. Recent times have not been kind to the Empire, and although still strong at the start of the game they'll grow steadily weaker as the years pass. Your ultimate goal is to either (1) conquer one of their capitals, or (2) take over the Empire indirectly by sending enough [Clans|CLAN] to join it that they seize control of it.
	"
"TEXT.Tip.TheOtherFactions.3","
		The two other special [Factions|FACTION] are the [Bandits|BANDIT] and the [Neutrals|NEUTRAL]. Neither one has a [Leader|LEADER] or conducts diplomacy, and you're permanently at war with both. Bandits will actively come after you, while the Neutrals keep to themselves and possess various useful [Structures|STRUCTURE] around the map that you can freely ""incorporate"" into your tribe (should you defeat any defenders present).
	"
"TEXT.Tip.Diplomacy.1","
		Every [Faction|FACTION] [Leader|LEADER] has a unique [Personality|LEADER-TRAIT] which greatly shapes their behavior, particularly their Approach towards you. Keeping the other [Leaders|LEADER] happy (especially those much stronger than you!) is an important element of the game. Giving everyone what they want can be difficult though, as Leaders will often want contradictory things.
	"
"TEXT.Tip.Diplomacy.2","
		Your [Relationship Level (RL)|RL] with another [Leader|LEADER] measures how much they like you, and ranges from -10 to +10. [Influence|INFLUENCE] is usually earned alongside [RL|RL], but is instead ""spent"" like money to get a Leader to do something for you. [Reputation|REPUTATION] is global, hard to earn, and can be spent as Influence with ANY Leader. [Leverage|LEVERAGE] is the total of all 3 of these stats and is what is checked when determining if a Leader will ultimately agree to one of your proposals.
	"
"TEXT.Tip.Diplomacy.3","
		When you initially make contact with a [Leader|LEADER] a 'First Meeting' event occurs. The Leader chooses how they will greet you (with a gift, a demand, or simply saying hello) based on their [Personality|LEADER-TRAIT], and you have a choice of how to respond. This gives you an early opportunity to shape a relationship in your favor with a gift of your own - or perhaps earning some Reputation points with a well-timed insult!
	"
"TEXT.Tip.BasicEconomics.1","
		One of your most important jobs is preventing your tribe from [Starving|STARVE]. You start with some [FOOD] in your [Stockpile|STOCKPILE], but not enough to survive the [Winter|COLD], so make sure you start collecting more within a few months with a [Forager|FORAGE] like a [GATHERER] or [HUNTER].
	"
"TEXT.Tip.BasicEconomics.2","
		Other important early-game [Resources|RESOURCE] include [KNOWLEDGE], which is what allows you to [Research|STUDY] new [Professions|PROFESSION], and [FAME], which helps you acquire new [Clans|CLAN] faster. You can also use [TREASURE] to buy [Resources|RESOURCE] or sell ones you have too much of when the [Caravan|CARAVAN] is visiting. [CLOTH] is necessary to expand your tribe's [Popcap|POPCAP] so that it can continue growing and adding new [Clans|CLAN].
	"
"TEXT.Tip.BasicEconomicsContinued.1","
		You have one [SETTLEMENT] which can [Train|TRAIN] one [Clan|CLAN] in a [Profession|PROFESSION] at a time, so try to plan ahead as much as possible.

		[Training|TRAIN] [Clans|CLAN] as [Foragers|FORAGE] is important early on, as you want to start [Harvesting Resources|HARVEST] from the map as soon as possible. Later in the game you'll be able to [Produce Resources|PRODUCE] much more efficiently by having [Clans|CLAN] [Construct|CONSTRUCT] [Structures|STRUCTURE] instead.
	"
"TEXT.Tip.BasicEconomicsContinued.2","
		[Researching|STUDY] new [Professions|PROFESSION] and their [Upgrades|UPGRADE] is important to keeping your economy and military on-track. Your best bet is to prioritize getting a basic [Resource|RESOURCE]-refinement pipeline set up (e.g. [Harvesting|HARVEST] [IRON] and then turning it into [WEAPONS] with your initial [Research|STUDY] choices, as this will give you something to sell to the [Caravan|CARAVAN] in exchange for whatever else you might lack.
	"
"TEXT.Tip.Resources.1","
		[Resources|RESOURCE] are one of the 2 fundamental building blocks of the game's economy ([Clans|CLAN] being the other one). Your main source will be [Harvesting Deposits|HARVEST], though it is possible to Harvest [TIMBER] from [dense Forests|FOREST].

		You'll use [Foragers|FORAGE] to [Harvest your Resources|HARVEST] the first couple years, before you start [Constructing|CONSTRUCT] [Structures|STRUCTURE], and can supplement this [Production|PRODUCE] with purchases from the [Caravan|CARAVAN] if it's visiting.
	"
"TEXT.Tip.Resources.2","
		[Foragers|FORAGE] and [TIMBER]-based [Structures|STRUCTURE] [Deplete|DEPLETE], and then eventually [Exhaust|EXHAUST] the available [Resources|RESOURCE] on a Tile, so you'll usually need to move your [SETTLEMENT] a couple times in order to find more.

		In the mid-game you'll be able to [Found a Kingdom|DECLARE-KINGDOM], settle down in one place, and [Construct|CONSTRUCT] [STONE-BLOCKS:SINGULAR]-based [Structures|STRUCTURE] that last forever.
	"
"TEXT.Tip.Resources.3","
		[FOOD] is the most important [Resource|RESOURCE], as if you ever run out your tribe will [Starve|STARVE].

		[TREASURE] is also very useful, as it can be used to buy a variety of [Resources|RESOURCE] from the [Caravan|CARAVAN] (as well as upgrade it with new wares), and even ply neighboring [Leaders|LEADER] with gifts.

		Your [FAME] is what determines how often new [Clans|CLAN] join your tribe, and there are a handful of [Professions|PROFESSION] which can help you [Produce|PRODUCE] more.
	"
"TEXT.Tip.Resources.4","
		There are 3 types of [Resources|RESOURCE]: [Plants|PLANT], [Animals|ANIMAL], and [Minerals|MINERAL]. Each is useful in different ways.

		[Harvesting Resources|HARVEST] is important, but you'll eventually want to also Refine them into more advanced [Resources|RESOURCE] (such as [IRON] into [WEAPONS], or [WOOL] into [CLOTH]). Many [Professions|PROFESSION] you can unlock though [Research|STUDY] relate to [Resource|RESOURCE] refinement, so refer to the tree for ideas on what strategies you can pursue.
	"
"TEXT.Tip.Food.1","
		[FOOD] is an essential [Resource|RESOURCE] which your [Clans|CLAN] eat each turn. Should you run out your tribe will [Starve|STARVE], reducing [Resource Production|PRODUCE], [Morale|MORALE], and more. You can [Harvest|HARVEST] it from a variety of map-based [Deposits|DEPOSIT] with the help of a [Forager|FORAGE]. The [Caravan|CARAVAN] occasionally has [FOOD] for sale, but don't expect to be able to reliably feed your [Clans|CLAN] this way.
	"
"TEXT.Tip.Food.2","
		[FOOD] is different from other [Resources|RESOURCE] in that it enters your [Stockpile|STOCKPILE] as [""Stored Turns""|STORED-TURN] rather than a fixed, spendable quantity. You consume exactly 1 [Turn of Food|STORED-TURN] each Turn. The amount of raw [FOOD] above your needs you're able to [Produce|PRODUCE] is turned into surplus turns you can spend later (100% excess [Production|PRODUCE] equals +1 [Stored Turn|STORED-TURN]).
	"
"TEXT.Tip.Food.3","
		In the first few turns it's important to pick a [Deposit|DEPOSIT] (usually a [Plant|PLANT]) you'll use to feed your growing tribe, and [Train|TRAIN] a [Clan|CLAN] as a [Forager|FORAGE] to [Harvest|HARVEST] it. This should last you a year or two before running out, when you'll need to find a new, larger source (and maybe something you can refine into even more).
	"
"TEXT.Tip.HarvestingResources.1","
		You can [Produce Resources|PRODUCE] from map-based [Deposits|DEPOSIT] and [dense Forests|FOREST] with a [Clan|CLAN] [Trained|TRAIN] in a [Foraging|FORAGE] [Profession|PROFESSION]. Once your economy is more advanced you can [Produce|PRODUCE] even more by having a Clan in an appropriate [Profession|PROFESSION] (e.g. [FARMER], [MINER]) [Construct|CONSTURCT] a [Structure|STRUCTURE] there.
	"
"TEXT.Tip.HarvestingResources.2","
		Many [Deposits|DEPOSIT] start off as [Unidentified|UNIDENTIFIED], and you'll need a [Forager|FORAGE] of the right type (e.g. a [DIGGER] for a [Mineral Deposit|MINERAL]) or a more advanced [SURVEYOR] figure out what they are before you can [Harvest any Resources|HARVEST] from them.
	"
"TEXT.Tip.HarvestingResources.3","
		[Harvesting Resources|HARVEST] from a Tile [Depletes|DEPLETE] and eventually completely [Exhausts|EXHAUST] it. The only way to avoid this is by [Constructing|CONSTRUCT] advanced [STONE-BLOCKS:SINGULAR]-based [Structures|STRUCTURE], which both last forever and can have their [Production|PRODUCE] increased by assigning [Apprentices|APPRENTICE] to them.
	"
"TEXT.Tip.HarvestingResources.4","
		Another way to increase [Resource Production|PRODUCE] is by [Training|TRAIN] [Clans|CLAN] in 'synergy' [Professions|PROFESSION] which boost the output of other Clans (e.g. Bread Maker). You can also improve individual Clans by [Researching]|STUDY] and then [purchasing Profession-based Upgrades|UPGRADE] (using a button that appears on the [Clan|CLAN] Card).
	"
"TEXT.Tip.BasicWarfare.1","
		[Warrior Units|WARRIOR] have a few important stats.

		First is [Power|POWER], which is a general metric of how strong a [Unit|UNIT] is in combat. In general, one Unit or [Stack of Units|STACK] with double the [Power|POWER] of another will beat up their foe but not quite kill them. Defenders can receive bonuses for the [Terrain|TERRAIN] they're on, or for having Dug In over multiple turns.
	"
"TEXT.Tip.BasicWarfare.2","
		[Health|HEALTH] is another important stat. It starts at 100 and if it reaches 0 a [Unit|UNIT] dies. As it drops it also lowers a Unit's [Power|POWER]. Avoiding [Health|HEALTH] loss is especially important on long campaigns, as [Units|UNIT] don't automatically recover Health, and can only do so in the [SETTLEMENT] by spending [OIL] and [CLOTH].
	"
"TEXT.Tip.BasicWarfare.3","
		[Morale|MORALE] is similar to a [Health|HEALTH], except that it recovers automatically each turn. Attacking [Units|UNIT] lose more Health in combat, while defenders lose more [Morale|MORALE]. The goal of the attacker is to reduce the defender's Morale to 0, which causes them to chaotically retreat from their Tile, lose any defensive bonuses they had, and lose a huge amount of [Health|HEALTH] as they flee.
	"
"TEXT.Tip.BasicWarfare.4","
		Another important factor to consider in warfare is [Supply|SUPPLY]. Each Tile provides a certain amount automatically which drops during the [Winter|COLD], and when without Supply for more than one turn a [Unit|UNIT] will lose [Morale|MORALE] and [Health|HEALTH]. [Encamping|ENCAMP] temporarily provides a Unit with [Supply|SUPPLY], but makes it extremely vulnerable to attack, so plan your campaigns carefully!
	"
"TEXT.Tip.TheWorldScreen.1","
		You'll spend most of your time in the World Screen looking at and interacting with the Map (with most of the rest being spent managing [Clans|CLAN]). Clicking on a Tile with a non-[Terrain|TERRAIN] object will bring up the Selection Panel, where you can learn more about the object in question and possibly interact with it (e.g. telling a [Unit|UNIT] to start [Harvesting|HARVEST]).
	"
"TEXT.Tip.TheWorldScreen.2","
		The 3 most important buttons are in the upper-right corner. The largest one is the ""Task Button"", which automatically points you toward the next important decision for the turn, or ends the turn if everything is addressed. This is also where important notifications will appear. The other two big buttons allow you to easily choose a [Clan|CLAN] to [Train|TRAIN] in a [Profession|PROFESSION] and choose a new [Tech|TECH] to [Research|STUDY].
	"
"TEXT.Tip.TheWorldScreen.3","
		There are various small buttons on the World Screen which will open screens which provide more info or provide other useful tools, such as a notepad to keep track of your thoughts.

		There are also several other cool interface features you can learn more about by selecting ""Advanced Interface Concepts"" below.
	"
"TEXT.Tip.OtherScreens.1","
		The most important screen in the game besides the World Screen is the [Clans|CLAN] Screen. You can press the spacebar to open or close it. This screen shows you all of the [Clans|CLAN] in your [SETTLEMENT], which you can [Train|TRAIN] in various [Professions|PROFESSION]. It also includes a few important but rare tribe-level actions, such as [Founding a Kingdom|DECLARE-KINGDOM]. You'll spend a lot of time in this screen!
	"
"TEXT.Tip.OtherScreens.2","
		The two other important screens are the [Training|TRAIN] Screen (accessed from the [Clans|CLAN] Screen) and the [Research|STUDY] Screen (hotkey: F1). Both show you the [Professions|PROFESSION] you can choose to [Train|TRAIN] a [Clan|CLAN] in or Research. The Research Screen also includes a number of other bonuses you can acquire besides unlocking new [Professions|PROFESSION].
	"
"TEXT.Tip.OtherScreens.3","
		The [Victory|WINNING] Screen (F6) shows you how to win the game and how close you are to doing so. The Diplomacy Screen (F3) allows you to speak with other [Leaders|LEADER]. The [Clan|CLAN] Info Screen (F8) gives you a single place where you can keep track of your [Clans|CLAN], both inside and outside the [SETTLEMENT].
	"
"TEXT.Tip.AtGsTooltips.1","
		AtG's tooltips are the game's most powerful tool for learning how to play. Simply move your mouse over any EMPHASISed word in the game and it will create a new tooltip explaining the concept - even from within other tooltips!
	"
"TEXT.Tip.AtGsTooltips.2","
		A few of the especially-fancy tooltips like those for [Professions|PROFESSION] can be customized - right from within the tooltip itself. Sections can be collapsed or even (almost) hidden completely, if say, you're already familiar with the basic descriptions for everything and just want to see the cold, hard numbers.
	"
"TEXT.Tip.AtGsTooltips.3","
		You can reset your tooltip settings in the Options Screen (Ctrl-O), or even customize them individually by modifying the Settings.xml file in your AtG installation folder.
	"
"TEXT.Tip.AdvancedInterfaceConcepts.1","
		Any hotkey which opens a screen may also be used to close it (e.g. pressing spacebar will both open and close the [Clans|CLAN] Screen).

		You can turn on or off the map grid or change the thickness of the gridlines by pressing 'G'.
	"
"TEXT.Tip.AdvancedInterfaceConcepts.2","
		There are several places in the game where you can write small notes to yourself to keep track of things. Right-clicking on either a [Clan|CLAN] Card or a map Tile (when nothing is selected) will allow you to attach a note to that [Clan|CLAN] or Tile. The Clan Card notes are especially useful, as this adds a colored label right to the card itself. You can use the button in the upper left corner of the World Screen or press F5 to write game-wide notes for yourself.
	"
"TEXT.Tip.ControlAndBorders.1","
		Major [Factions|FACTION] can become the owner of a Tile by having their [SETTLEMENT] or other [Structures|STRUCTURE] nearby. A Tile must already be owned and inside your [Borders|BORDERS] in order to [Construct|CONSTRUCT] a [Structure|STRUCTURE] there. Tiles within your Borders also always provide full [Supply|SUPPLY] regardless of the [Season|SEASON] or [Weather|WEATHER], making them an important strategic asset, especially on defense.
	"
"TEXT.Tip.ControlAndBorders.2","
		The [Control Level|CONTROL] of a [Structure|STRUCTURE] or [SETTLEMENT] is equal to the [Border|BORDERS] distance, and this can be upgraded by spending [WEAPONS] to [Fortify|FORTIFY] it. The cost of doing so increases each time though, so only do so strategically.

		Note that [Foragers|FORAGE] may [Harvest Resources|HARVEST] from any Tile on the map, regardless of whether or not it's inside your [Borders|BORDERS] - don't forget that they still need [Supply|SUPPLY] though!
	"
"TEXT.Tip.Structures.1","
		[Structures|STRUCTURE] may be built by [Clans|CLAN] [Trained|TRAIN] in special [Professions|PROFESSION] that have the ability to do so (e.g. [FARMER], [MINER]).

		Enemy [Structures|STRUCTURE] can be [Pillaged|PILLAGE] by [Warrior Units|WARRIOR], and even seized permanently, although the output of [Occupied|OCCUPIED] Structures is greatly diminished.
	"
"TEXT.Tip.Structures.2","
		[Constructing|CONSTRUCT] a [Structure|STRUCTURE] costs either [TIMBER] or [STONE-BLOCKS], depending on whether you want a basic (temporary) Structure or an advanced (permanent) one. [STONE-BLOCKS:SINGULAR]-based Structures are incredibly useful, as they last forever and can even have Apprentices assigned to them to increase their [Production|PRODUCE], but they're quite expensive so don't expect to have any until at least turn 50.
	"
"TEXT.Tip.Structures.3","
		[TIMBER] [Structures|STRUCTURE] are also useful, but it usually makes sense to [Train|TRAIN] one or two [Foragers|FORAGE] first, as this allows your economy to get off the ground without committing you too far in any direction. Investing heavily in [Structures|STRUCTURE] can make sense when you start in or near a large [Forest|FOREST].
	"
"TEXT.Tip.Terrain.1","
		A Tile contains one or more types of [Terrain|TERRAIN], and this combination determines how difficult it is to [Move|MOVE-POINT] into, how much [Supply|SUPPLY] it provides [Units|UNIT], and which types of [Resources|RESOURCE] and [Deposits|DEPOSIT] can appear there.
	"
"TEXT.Tip.Terrain.2","
		[Rivers|RIVER] are an important map barrier which you'll want to plan around carefully. [Units|UNIT] require a full extra turn to enter a Tile with a Small River, and Large Rivers are impossible to cross - except in the [Winter|COLD], when [Rivers|RIVER] can freeze and essentially become flat [Terrain|TERRAIN] with no additional [Move cost|MOVE-POINT].
	"
"TEXT.Tip.Terrain.3","
		There are a variety of other [Seasonal|SEASON] and unpredictable [Weather|WEATHER] effects which can affect a Tile, including Blizzards, Floods, and Droughts. AtG's map is very dynamic, and you need account for this in your plans. A particularly harsh [Winter|COLD] can unravel even well-prepared rulers both economically and on the battlefield.
	"
"TEXT.Tip.SeasonsAndWeather.1","
		The changing of the [Seasons|SEASON] affects a Tile in 3 ways: whether or not [FOOD] can be [Harvested|HARVEST], the amount of [Supply|SUPPLY] available to [Units|UNIT], and how difficult it is to [Move|MOVE-POINT] into. [Weather|WEATHER], such as Rain and Blizzards can also randomly strike Tiles and dramatically affect their [Terrain|TERRAIN].
	"
"TEXT.Tip.SeasonsAndWeather.2","
		In general, when a Tile becomes [Cold|COLD] it stops [Producing|PRODUCE] [FOOD] (Berries and Meat are exceptions). When it gets even colder all available [Supply|SUPPLY] disappears (except inside your [Borders|BORDERS]). When a Tile turns into [SNOW] it becomes harder to [Move|MOVE-POINT] through, but once [Rivers|RIVER] have frozen they become much easier to cross.
	"
"TEXT.Tip.SeasonsAndWeather.3","
		Here is a full list of [Seasonal|SEASON] and [Weather|WEATHER] effects:

		[*] [Cold|COLD]
		[*] [BLIZZARD]
		[*] [RAIN]
		[*] [FLOODED]
		[*] [SCORCHED]
	"
"TEXT.Tip.TheCaravan.1","
		The [Caravan|CARAVAN] is very important, as it allows you to exchange [Resources|RESOURCE] you have too much of for those you need. This means you can build up your economy to [Harvest|HARVEST] [WOOL] from [SHEEP], turn that into [CLOTH], and then trade it away for [WEAPONS] if you so desire. Don't be afraid to go all-in on a [Resource|RESOURCE]!
	"
"TEXT.Tip.TheCaravan.2","
		The only downsides are that the [Caravan|CARAVAN] isn't always available, and its stock of [Resources|RESOURCE] starts off small. You can only exchange Resources with the Caravan 3 times per year (spring, summer, and autumn), so make those visits count.
	"
"TEXT.Tip.TheCaravan.3","
		The initial stock of [Resources|RESOURCE] available at the [Caravan|CARAVAN] is quite limited, but by spending [TREASURE] to upgrade it you can dramatically increase both the quantity and quality of what it sells. If you need more of something or something that's not yet available spending [TREASURE] to upgrade the [Caravan|CARAVAN] can be a wise investment.
	"
"TEXT.Tip.Supply.1","
		If a [Unit|UNIT] ends its Turn on a Tile which provides less [Supply|SUPPLY] than it requires (usually 1) then it has a one-turn 'grace period' before it starts losing [Morale|MORALE] and [Health|HEALTH].

		When it's not [Winter|COLD] the only Tiles which you need to pay attention to in this regard are [DESERT:S]. This changes completely once it starts getting [Cold|COLD] though - wintertime means thinking about the map in a completely new way.
	"
"TEXT.Tip.Supply.2","
		Tiles within your [Borders|BORDERS] always provide as much [Supply|SUPPLY] as needed. To avoid taking damage when Supply is lacking a [Unit|UNIT] may [Encamp|ENCAMP]. This also provides the Unit with enough [Supply|SUPPLY] for an additional turn, allowing it to continue with whatever task it was occupied with. This slows [Units|UNIT] down a bit, but the real risk is that it makes them extremely vulnerable to attack, so avoid [Encamping|ENCAMP] when enemies might be nearby.
	"
